systematic_id	chromosome	primary_name	category	merged_into
SPBCPT2R1.08c	II		added_and_changed	
SPBCPT2R1.09c	II		added_changed_and_removed	
SPBCPT2R1.10	II		added_and_changed	
SPBP18G5.02	II		changed	
SPBP19A11.07c	II		changed	
SPBP22H7.07	II		removed	
SPBP22H7.08	II		added	
SPBP22H7.09c	II	mis15	changed	
SPBP22H7.09c-1	II		added_and_removed	
SPBP22H7.09c-2	II		added_and_removed	
SPBP23A10.04	II		changed	
SPBP23A10.07	II	rpa2	changed	
SPBP23A10.16	II	sdh4	changed	
SPBP23A10.17	II		added	
SPBP35G2.06c	II	nup131	changed	
SPBP35G2.08c	II	air1	changed	
SPBP35G2.14	II		changed	
SPBP35G2.16c	II	ecl2	added	
SPBP35G2.17	II		added	
SPBP4H10.12	II		changed	
SPBP4H10.15	II		changed	
SPBP8B7.05c	II	nce103	changed	
SPBP8B7.10c	II		changed	
SPBP8B7.31	II		changed	
SPBP8B7.32	II		added	
SPBPB10D8.03	II		changed	
SPBPB21E7.01c	I		added_and_changed	
SPBPB21E7.02c	II		added_and_changed	
SPBPB21E7.04c	I		added_and_changed	
SPBPB21E7.05	I		added_and_changed	
SPBPB21E7.06	I		added_and_changed	
SPBPB21E7.07	I		added_and_changed	
SPBPB21E7.08	I		added_and_changed	
SPBPB21E7.09	I		added_and_changed	
SPBPB21E7.10	II		added_and_changed	
SPBPB21E7.11	II		added	
SPBPB2B2.03c	II		removed	
SPBPB2B2.04	II		removed	
SPBPB2B2.05	II		changed	
SPBPB2B2.07c	II		changed	
SPBPB2B2.18	II		changed	
SPBPB8B6.02c	I		added_and_changed	
SPBPB8B6.03	I		added_and_changed	
SPBPB8B6.04c	II	grt1	added_and_changed	
SPBPB8B6.05c	I		added_and_changed	
SPBPB8B6.06c	I		added_and_changed	
SPBPJ4664.05	II		changed	
SPBTRNAALA.07	II		added	
SPBTRNAALA.08	II		added	
SPBTRNAALA.09	II		added	
SPBTRNAALA.10	II		added	
SPBTRNAALA.11	II		added	
SPBTRNAARG.04	II		added	
SPBTRNAARG.05	II		added_and_changed	
SPBTRNAARG.06	II		added_and_changed	
SPBTRNAARG.07	II		added	
SPBTRNAASN.01	II		added	
SPBTRNAASN.02	II		added	
SPBTRNAASN.03	II		added	
SPBTRNAASN.04	II		added	
SPBTRNAASP.03	II		added_changed_and_removed	
SPBTRNAASP.04	II		added	
SPBTRNAASP.05	II		added	
SPBTRNAGLN.01	II		added	
SPBTRNAGLN.02	II		added	
SPBTRNAGLN.03	II		added	
SPBTRNAGLN.04	II		added	
SPBTRNAGLU.05	II		added	
SPBTRNAGLU.06	II		added	
SPBTRNAGLU.07	II		added	
SPBTRNAGLU.08	II		added	
SPBTRNAGLY.03	II		added	
SPBTRNAGLY.04	II		added	
SPBTRNAGLY.05	II		added	
SPBTRNAGLY.06	II		added	
SPBTRNAGLY.07	II		added	
SPBTRNAGLY.08	II		added	
SPBTRNAGLY.09	II		added	
SPBTRNAHIS.01	II		added	
SPBTRNAHIS.02	II		added	
SPBTRNAILE.05	II		added	
SPBTRNAILE.06	II		added	
SPBTRNAILE.07	II		added	
SPBTRNAILE.08	II		added	
SPBTRNALEU.05	II		added_and_changed	
SPBTRNALEU.06	II		added_and_changed	
SPBTRNALEU.07	II		added_and_changed	
SPBTRNALEU.08	II		added	
SPBTRNALEU.09	II		added_and_changed	
SPBTRNALEU.10	II		added_and_changed	
SPBTRNALYS.06	II		added	
SPBTRNALYS.07	II		added_and_changed	
SPBTRNALYS.08	II		added_and_changed	
SPBTRNALYS.09	II		added_and_changed	
SPBTRNAMET.04	II		added_and_changed	
SPBTRNAMET.05	II		added_and_changed	
SPBTRNAMET.06	II		added	
SPBTRNAPHE.03	II		added	
SPBTRNAPRO.04	II		added	
SPBTRNAPRO.05	II		added	
SPBTRNAPRO.06	II		added	
SPBTRNAPRO.07	II		added_and_changed	
SPBTRNAPRO.08	II		added	
SPBTRNASER.05	II		added	
SPBTRNASER.06	II		added_and_changed	
SPBTRNATHR.06	II		added	
SPBTRNATHR.07	II		added	
SPBTRNATRP.02	II		added	
SPBTRNATRP.03	II		added	
SPBTRNATYR.02	II		added_and_changed	
SPBTRNATYR.03	II		added_and_changed	
SPBTRNATYR.04	II		added_and_changed	
SPBTRNAVAL.05	II		added_and_changed	
SPBTRNAVAL.06	II		added_and_changed	
SPBTRNAVAL.07	II		added_and_changed	
SPBTRNAVAL.08	II		added_and_changed	
SPCC1020.11c	III		changed	
SPCC1183.01	III	sec15	changed	
SPCC1183.05c	III	lig4	changed	
SPCC1183.09c	III	pmp31	changed	
SPCC1183.12	III	spo13	added	
SPCC1223.10c	III	eaf1	changed	
SPCC1223.15c	III	spc19	added_and_changed	
SPCC1235.03	III		changed	
SPCC1235.10c	III	sec6	changed	
SPCC1235.11	III		added_and_removed	
SPCC1235.15	III		changed	
SPCC1235.16	III	vma21	added	
SPCC1235.17	III		added	
SPCC1235.18	III		added	
SPCC1259.12c	III	gid1	changed	
SPCC1259.16	III		added	
SPCC126.09	III		changed	
SPCC126.15c	III	sec65	changed	
SPCC1281.07c	III		changed	
SPCC1322.16	III	phb2	changed	
SPCC1393.06c	III		changed	
SPCC1393.14	III		added	
SPCC1442.04c	III		changed	
SPCC1442.08c	III	cox12	changed	
SPCC1442.12	III	pps1	changed	
SPCC1442.13c	III		changed	
SPCC1442.19	III		added	
SPCC1450.08c	III	wtf16	added_and_changed	
SPCC1450.09c	III		changed	
SPCC1450.14c	III	ero12	changed	
SPCC1450.15	III		changed	
SPCC1450.16c	III		changed	
SPCC1494.02c	III	taf13	changed	
SPCC1494.11c	III	Tf2-13	changed	
SPCC14G10.01	III		changed	
SPCC1529.01	III		changed	
SPCC162.04c	III	wtf13	added_changed_and_removed	
SPCC162.04c.1	III	wtf13	added	
SPCC162.04c.2	III	wtf13	added	
SPCC162.05	III	coq3	changed	
SPCC162.07	III	ent1	changed	
SPCC162.09c	III	hmg1	added_changed_and_removed	
SPCC1620.02	III	wtf23	removed	
SPCC1620.02.1	III	wtf23	added	
SPCC1620.02.2	III	wtf23	added	
SPCC1620.09c	III	tfg1	changed	
SPCC1620.10	III	cwf26	changed	
SPCC1620.12c	III		changed	
SPCC1672.04c	III		changed	
SPCC1672.14	III		added_and_removed	
SPCC1682.01	III	qcr9	changed	
SPCC1682.05c	III	srp68	changed	
SPCC16C4.01	III	sif2	changed	
SPCC16C4.15	III	rml2	changed	
SPCC16C4.16c	III		changed	
SPCC16C4.21	III		added_and_changed	
SPCC16C4.22	III		added_and_changed	
SPCC1739.03	III	hrr1	changed	
SPCC1739.04c	III		changed	
SPCC1795.08c	III	vid21	changed	
SPCC18.01c	III		changed	
SPCC18.02	III		changed	
SPCC18.03	III		changed	
SPCC18.04	III		changed	
SPCC18.05c	III		changed	
SPCC18.06c	III	caf1	changed	
SPCC18.07	III		changed	
SPCC18.08	III		changed	
SPCC18.09c	III		changed	
SPCC18.10	III		changed	
SPCC18.11c	III		changed	
SPCC18.12c	III		changed	
SPCC18.13	III		changed	
SPCC18.14c	III		changed	
SPCC18.15	III		changed	
SPCC18.18c	III	fum1	changed	
SPCC18.19	III		added_and_removed	
SPCC18.19c	III	ost5	added	
SPCC18.20	III		added	
SPCC1827.02c	III		changed	
SPCC1840.13	III		added	
SPCC188.05	III		added_changed_and_removed	
SPCC188.14	III		added	
SPCC1884.02	III	nic1	changed	
SPCC18B5.02c	III		changed	
SPCC18B5.07c	III	nup61	changed	
SPCC18B5.12	III		added_and_removed	
SPCC1906.03	III	wtf19	added_and_removed	
SPCC1906.03.1	III	wtf19	added	
SPCC1906.03.2	III	wtf19	added	
SPCC1919.14c	III	bdp1	changed	
SPCC23B6.01c	III		changed	
SPCC23B6.02c	III		changed	
SPCC24B10.15	III		changed	
SPCC24B10.16c	III		changed	
SPCC24B10.19c	III		changed	
SPCC285.06c	III	wtf17	changed	
SPCC285.07c	III	wtf18	changed	
SPCC2H8.03	III		removed	
SPCC306.10	III	wtf8	changed	
SPCC320.09	III	hem15	changed	
SPCC320.13c	III		changed	
SPCC330.10	III	pcm1	changed	
SPCC330.19c	III		added	
SPCC330.20	III	tam14	added	
SPCC330.21	III	new25	added	
SPCC338.03c	III		added_and_changed	
SPCC338.08	III	ctp1	changed	
SPCC338.10c	III	cox5	changed	
SPCC417.03	III		changed	
SPCC417.04	III		removed	
SPCC417.11c	III		changed	
SPCC417.12	III		changed	
SPCC417.15	III		added_and_changed	
SPCC417.16	III		added	
SPCC4B3.05c	III	hem12	changed	
SPCC4B3.09c	III		changed	
SPCC4B3.20	III	cmc2	added	
SPCC4G3.05c	III		changed	
SPCC4G3.15c	III	not2	changed	
SPCC4G3.19	III		changed	
SPCC4G3.20	III		added	
SPCC548.02c	III	wtf3	changed	
SPCC548.03c	III	wtf4	added_changed_and_removed	
SPCC548.03c.1	III	wtf4	added	
SPCC548.03c.2	III	wtf4	added	
SPCC548.04	III	urm1	changed	
SPCC550.05	III		changed	
SPCC550.14	III	vgl1	changed	
SPCC553.05c	III	wtf6	changed	
SPCC553.07c	III		changed	
SPCC553.11c	III		changed	
SPCC569.03	III		changed	
SPCC569.09	III		added	
SPCC576.16c	III	wtf22	added_and_changed	
SPCC584.14	III	mug160	changed	
SPCC594.04c	III		changed	
SPCC5E4.10c	III		changed	
SPCC613.08	III		changed	
SPCC622.05	III		removed	
SPCC622.11	III	lmb1	changed	
SPCC622.14	III		changed	
SPCC622.17	III	apn1	changed	
SPCC622.21	III	wtf12	changed_and_removed	
SPCC63.03	III		changed	
SPCC63.10c	III	sec59	changed	
SPCC645.02	III	gep4	changed	
SPCC663.02	III	wtf14	changed	
SPCC663.15c	III		changed	
SPCC663.17	III	wtf15	changed	
SPCC663.18	III		added	
SPCC70.12c	III	ecl1	added	
SPCC736.05	III	wtf7	changed	
SPCC736.12c	III	mmi1	changed	
SPCC757.04	III		changed	
SPCC757.10	III	vph2	changed	
SPCC757.15	III		added	
SPCC777.02	III		changed	
SPCC777.13	III	vps35	changed	
SPCC790.03	III		changed	
SPCC794.07	III	lat1	added_and_removed	
SPCC794.16	III		added_and_removed	
SPCC825.04c	III	naa40	changed	
SPCC830.02	III	wtf24	changed	
SPCC962.05	III	ast1	changed	
SPCC970.01	III	rad16	changed	
SPCC970.09	III	sec8	changed	
SPCC970.11c	III	wtf9	added	
SPCC970.12	III	mis18	changed	
SPCP1E11.06	III	apl4	changed	
SPCP20C8.03	III		changed	
SPCP20C8.04	III	new22	added	
SPCPB16A4.02c	III		changed	
SPCPB16A4.07	III		added	
SPCTRNAALA.12	III		added	
SPCTRNAARG.08	III		added	
SPCTRNAARG.09	III		added	
SPCTRNAARG.10	III		added	
SPCTRNAARG.11	III		added	
SPCTRNAARG.12	III		added	
SPCTRNAARG.13	III		added	
SPCTRNAASN.05	III		added	
SPCTRNAASN.06	III		added	
SPCTRNAASP.05	III		added	
SPCTRNAASP.06	III		added	
SPCTRNAASP.07	III		added	
SPCTRNAASP.08	III		added	
SPCTRNAGLN.05	III		added	
SPCTRNAGLN.06	III		added	
SPCTRNAGLU.09	III		added	
SPCTRNAGLU.10	III		added	
SPCTRNAGLY.10	III		added_and_changed	
SPCTRNAGLY.11	III		added	
SPCTRNAGLY.12	III		added	
SPCTRNAHIS.03	III		added	
SPCTRNAHIS.04	III		added	
SPCTRNAILE.09	III		added	
SPCTRNALEU.11	III		added	
SPCTRNALEU.12	III		added_and_changed	
SPCTRNALEU.13	III		added_and_changed	
SPCTRNALYS.10	III		added_and_changed	
SPCTRNALYS.11	III		added_and_changed	
SPCTRNALYS.12	III		added_and_changed	
SPCTRNAMET.07	III		added	
SPCTRNAPHE.04	III		added	
SPCTRNAPHE.05	III		added	
SPCTRNAPRO.09	III		added	
SPCTRNASER.07	III		added	
SPCTRNASER.08	III		added	
SPCTRNASER.09	III		added_and_changed	
SPCTRNASER.10	III		added_and_changed	
SPCTRNASER.11	III	sup9	added_and_changed	
SPCTRNASER.12	III		added	
SPCTRNASER.13	III		added_and_changed	
SPCTRNATHR.08	III		added	
SPCTRNATHR.09	III		added	
SPCTRNATHR.10	III		added	
SPCTRNAVAL.09	III		added_and_changed	
SPCTRNAVAL.10	III		added_and_changed	
SPCTRNAVAL.11	III		added	
SPCTRNAVAL.12	III		added_and_changed	
SPMIT.01	mitochondrial	cox1	changed	
SPMIT.03	mitochondrial	cox1-I2b	changed	
SPMIT.04	mitochondrial	cox3	changed	
SPMIT.05	mitochondrial	cob1	changed	
SPMIT.06	mitochondrial		changed	
SPMIT.07	mitochondrial	atp6	changed	
SPMIT.11	mitochondrial	cox2	changed	
SPMITNCRNA.01	mitochondrial	RnpB	added	
SPMITTRNAARG.01	mitochondrial		changed	
SPMITTRNAGLU.01	mitochondrial		changed	
SPMTR.03	mating_type_region	mat3-Mi	added_and_removed	
SPMTR.04	mating_type_region	mat3-Mc	added_and_removed	
SPNCRNA.01	I	prl1	added_changed_and_removed	
SPNCRNA.02	III	prl2	added_and_changed	
SPNCRNA.03	I	prl3	added_and_changed	
SPNCRNA.04	II	prl4	added_and_changed	
SPNCRNA.05	I	prl5	added_and_changed	
SPNCRNA.06	III	prl6	added_changed_and_merged	SPNCRNA.1166
SPNCRNA.07	III	meu3	added_and_changed	
SPNCRNA.08	II	prl8	added_changed_and_merged	SPNCRNA.1519
SPNCRNA.09	II	prl9	added_changed_and_merged	SPNCRNA.1519
SPNCRNA.10	III		added_changed_and_removed	
SPNCRNA.100	II		added_and_changed	
SPNCRNA.1000	I		added_and_changed	
SPNCRNA.1001	I		added_and_changed	
SPNCRNA.1002	I		added_and_changed	
SPNCRNA.1003	I		added_and_changed	
SPNCRNA.1004	I		added_and_changed	
SPNCRNA.1005	I		added_and_changed	
SPNCRNA.1006	I		added_and_changed	
SPNCRNA.1007	I		added_and_changed	
SPNCRNA.1008	I		added_and_changed	
SPNCRNA.1009	I		added_and_changed	
SPNCRNA.101	II		added_changed_and_removed	
SPNCRNA.1010	I		added_and_changed	
SPNCRNA.1011	I		added_and_changed	
SPNCRNA.1012	I		added_and_changed	
SPNCRNA.1013	I		added_and_changed	
SPNCRNA.1014	I		added_and_changed	
SPNCRNA.1015	I		added_and_changed	
SPNCRNA.1016	I		added_and_changed	
SPNCRNA.1017	I		added_and_changed	
SPNCRNA.1018	I		added_and_changed	
SPNCRNA.1019	I		added_and_changed	
SPNCRNA.102	II		added_and_changed	
SPNCRNA.1020	I		added_and_changed	
SPNCRNA.1021	I		added_and_changed	
SPNCRNA.1022	I		added_and_changed	
SPNCRNA.1023	I		added_and_changed	
SPNCRNA.1024	I		added_and_changed	
SPNCRNA.1025	I		added_and_changed	
SPNCRNA.1026	I		added_and_changed	
SPNCRNA.1027	I		added_and_changed	
SPNCRNA.1028	I		added_and_changed	
SPNCRNA.1029	I		added_and_changed	
SPNCRNA.103	II		added_changed_and_merged	SPNCRNA.103.1
SPNCRNA.103.1	II	sme2	added	
SPNCRNA.103.2	II	sme2-S	added	
SPNCRNA.1030	I		added_and_changed	
SPNCRNA.1031	I		added_and_changed	
SPNCRNA.1032	I		added_and_changed	
SPNCRNA.1033	I		added_and_changed	
SPNCRNA.1034	I		added_and_changed	
SPNCRNA.1035	I		added_and_changed	
SPNCRNA.1036	I		added_and_changed	
SPNCRNA.1037	I		added_and_changed	
SPNCRNA.1038	I		added_and_changed	
SPNCRNA.1039	I		added_and_changed	
SPNCRNA.104	II		added_changed_and_removed	
SPNCRNA.1040	I		added_and_changed	
SPNCRNA.1041	I		added_and_changed	
SPNCRNA.1042	I		added_and_changed	
SPNCRNA.1043	I		added_and_changed	
SPNCRNA.1044	I		added_and_changed	
SPNCRNA.1045	I		added_and_changed	
SPNCRNA.1046	I		added_and_changed	
SPNCRNA.1047	I		added_and_changed	
SPNCRNA.1048	I		added_and_changed	
SPNCRNA.1049	I		added_and_changed	
SPNCRNA.105	II		added_and_changed	
SPNCRNA.1050	I		added_and_changed	
SPNCRNA.1051	I		added_and_changed	
SPNCRNA.1052	I		added_and_changed	
SPNCRNA.1053	I		added_and_changed	
SPNCRNA.1054	I		added_and_changed	
SPNCRNA.1055	I		added_and_changed	
SPNCRNA.1056	I		added_and_changed	
SPNCRNA.1057	I		added_and_changed	
SPNCRNA.1058	I		added_and_changed	
SPNCRNA.1059	I		added_and_changed	
SPNCRNA.106	II		added_and_changed	
SPNCRNA.1060	I		added_and_changed	
SPNCRNA.1061	I		added_and_changed	
SPNCRNA.1062	I		added_and_changed	
SPNCRNA.1063	I		added_and_changed	
SPNCRNA.1064	I		added_and_changed	
SPNCRNA.1065	I		added_and_changed	
SPNCRNA.1066	I		added_and_changed	
SPNCRNA.1067	I		added_and_changed	
SPNCRNA.1068	I		added_and_changed	
SPNCRNA.1069	I		added_and_changed	
SPNCRNA.107	II		added_and_changed	
SPNCRNA.1070	I		added_and_changed	
SPNCRNA.1071	I		added_and_changed	
SPNCRNA.1072	I		added_and_changed	
SPNCRNA.1073	I		added_and_changed	
SPNCRNA.1074	I		added_and_changed	
SPNCRNA.1075	I		added_and_changed	
SPNCRNA.1076	I		added_and_changed	
SPNCRNA.1077	I		added_and_changed	
SPNCRNA.1078	I		added_and_changed	
SPNCRNA.1079	I		added_and_changed	
SPNCRNA.108	II		added_and_changed	
SPNCRNA.1080	I		added_and_changed	
SPNCRNA.1081	I		added_and_changed	
SPNCRNA.1082	I		added_and_changed	
SPNCRNA.1083	I		added_and_changed	
SPNCRNA.1084	I		added_changed_and_merged	SPNCRNA.274
SPNCRNA.1085	I		added_and_changed	
SPNCRNA.1086	I		added_and_changed	
SPNCRNA.1087	I		added_and_changed	
SPNCRNA.1088	I		added_and_changed	
SPNCRNA.1089	I		added_and_changed	
SPNCRNA.109	II		added_and_removed	
SPNCRNA.1090	I		added_and_changed	
SPNCRNA.1091	I		added_and_changed	
SPNCRNA.1092	I		added_and_changed	
SPNCRNA.1093	I		added_and_changed	
SPNCRNA.1094	III		added_and_changed	
SPNCRNA.1095	III		added_and_changed	
SPNCRNA.1096	III		added_and_changed	
SPNCRNA.1097	III		added_and_changed	
SPNCRNA.1098	III		added_changed_and_removed	
SPNCRNA.1099	III		added_and_changed	
SPNCRNA.11	II	prl11	added_and_changed	
SPNCRNA.110	II		added_and_changed	
SPNCRNA.1100	III		added_and_changed	
SPNCRNA.1101	III		added_and_changed	
SPNCRNA.1102	III		added_and_changed	
SPNCRNA.1103	III		added_and_changed	
SPNCRNA.1104	III		added_and_changed	
SPNCRNA.1105	III		added_and_changed	
SPNCRNA.1106	III		added_and_changed	
SPNCRNA.1107	III		added_and_changed	
SPNCRNA.1108	III		added_and_changed	
SPNCRNA.1109	III		added_and_changed	
SPNCRNA.111	II		added_and_changed	
SPNCRNA.1110	III		added_and_changed	
SPNCRNA.1111	III		added_and_changed	
SPNCRNA.1112	III		added_and_changed	
SPNCRNA.1113	III		added_and_changed	
SPNCRNA.1114	III		added_and_changed	
SPNCRNA.1115	III		added_and_changed	
SPNCRNA.1116	III		added_and_changed	
SPNCRNA.1117	III		added_and_changed	
SPNCRNA.1118	III		added_and_changed	
SPNCRNA.1119	III		added_and_changed	
SPNCRNA.112	II		added_and_changed	
SPNCRNA.1120	III		added_and_changed	
SPNCRNA.1121	III		added_and_changed	
SPNCRNA.1122	III		added_and_changed	
SPNCRNA.1123	III		added_and_changed	
SPNCRNA.1124	III		added_and_changed	
SPNCRNA.1125	III		added_and_changed	
SPNCRNA.1126	III		added_and_changed	
SPNCRNA.1127	III		added_and_changed	
SPNCRNA.1128	III		added_and_changed	
SPNCRNA.1129	III		added_and_changed	
SPNCRNA.113	II		added_and_changed	
SPNCRNA.1130	III		added_and_changed	
SPNCRNA.1131	III		added_and_changed	
SPNCRNA.1132	III		added_and_changed	
SPNCRNA.1133	III		added_and_changed	
SPNCRNA.1134	III		added_and_changed	
SPNCRNA.1135	III		added_and_changed	
SPNCRNA.1136	III		added_and_changed	
SPNCRNA.1137	III		added_and_changed	
SPNCRNA.1138	III		added_and_changed	
SPNCRNA.1139	III		added_and_changed	
SPNCRNA.114	II		added_and_changed	
SPNCRNA.1140	III		added_and_changed	
SPNCRNA.1141	III		added_and_changed	
SPNCRNA.1142	III		added_and_changed	
SPNCRNA.1143	III		added_and_changed	
SPNCRNA.1144	III		added_and_changed	
SPNCRNA.1145	III		added_and_changed	
SPNCRNA.1146	III		added_and_changed	
SPNCRNA.1147	III		added_and_changed	
SPNCRNA.1148	III		added_and_changed	
SPNCRNA.1149	III		added_and_changed	
SPNCRNA.115	II		added_and_changed	
SPNCRNA.1150	III		added_and_changed	
SPNCRNA.1151	III		added_and_changed	
SPNCRNA.1152	III		added_and_changed	
SPNCRNA.1153	III		added_and_changed	
SPNCRNA.1154	III		added_and_changed	
SPNCRNA.1155	III		added_and_changed	
SPNCRNA.1156	III		added_and_changed	
SPNCRNA.1157	III		added_and_changed	
SPNCRNA.1158	III		added_and_changed	
SPNCRNA.1159	III		added_and_changed	
SPNCRNA.116	II		added_and_changed	
SPNCRNA.1160	III		added_and_changed	
SPNCRNA.1161	III		added_and_changed	
SPNCRNA.1162	III		added_and_changed	
SPNCRNA.1163	III		added_and_changed	
SPNCRNA.1164	III		added_and_changed	
SPNCRNA.1165	III		added_and_changed	
SPNCRNA.1166	III		added_and_changed	
SPNCRNA.1167	III		added_and_changed	
SPNCRNA.1168	III		added_and_changed	
SPNCRNA.1169	III		added_and_changed	
SPNCRNA.117	II		added_and_changed	
SPNCRNA.1170	III		added_and_changed	
SPNCRNA.1171	III		added_and_changed	
SPNCRNA.1172	III		added_and_changed	
SPNCRNA.1173	III		added_and_changed	
SPNCRNA.1174	III		added_and_changed	
SPNCRNA.1175	III		added_and_changed	
SPNCRNA.1176	III		added_and_changed	
SPNCRNA.1177	III		added_and_changed	
SPNCRNA.1178	III		added_and_changed	
SPNCRNA.1179	III		added_and_changed	
SPNCRNA.118	II		added_and_changed	
SPNCRNA.1180	III		added_and_changed	
SPNCRNA.1181	III		added_and_changed	
SPNCRNA.1182	III		added_and_changed	
SPNCRNA.1183	III		added_and_changed	
SPNCRNA.1184	III		added_and_changed	
SPNCRNA.1185	III		added_and_changed	
SPNCRNA.1186	III		added_and_changed	
SPNCRNA.1187	III		added_and_changed	
SPNCRNA.1188	III		added_and_changed	
SPNCRNA.1189	III		added_and_changed	
SPNCRNA.119	III		added_and_changed	
SPNCRNA.1190	III		added_and_changed	
SPNCRNA.1191	III		added_and_changed	
SPNCRNA.1192	III		added_and_changed	
SPNCRNA.1193	III		added_and_changed	
SPNCRNA.1194	III		added_and_changed	
SPNCRNA.1195	III		added_and_changed	
SPNCRNA.1196	III		added_and_removed	
SPNCRNA.1197	III		added_and_changed	
SPNCRNA.1198	III		added_and_changed	
SPNCRNA.1199	III		added_and_changed	
SPNCRNA.12	I	prl12	added_and_changed	
SPNCRNA.120	III		added_and_changed	
SPNCRNA.1200	III		added_and_changed	
SPNCRNA.1201	III		added_and_changed	
SPNCRNA.1202	III		added_and_changed	
SPNCRNA.1203	III		added_and_changed	
SPNCRNA.1204	III		added_and_changed	
SPNCRNA.1205	III		added_and_changed	
SPNCRNA.1206	III		added_and_changed	
SPNCRNA.1207	III		added_and_changed	
SPNCRNA.1208	III		added_and_changed	
SPNCRNA.1209	III		added_and_changed	
SPNCRNA.121	III		added_and_changed	
SPNCRNA.1210	III		added_and_changed	
SPNCRNA.1211	III		added_and_changed	
SPNCRNA.1212	III		added_and_changed	
SPNCRNA.1213	III		added_and_changed	
SPNCRNA.1214	III		added_and_changed	
SPNCRNA.1215	III		added_and_changed	
SPNCRNA.1216	III		added_and_changed	
SPNCRNA.1217	III		added_and_changed	
SPNCRNA.1218	III		added_and_changed	
SPNCRNA.1219	III		added_and_changed	
SPNCRNA.122	III		added_and_changed	
SPNCRNA.1220	III		added_and_changed	
SPNCRNA.1221	III		added_and_changed	
SPNCRNA.1222	III		added_and_changed	
SPNCRNA.1223	III		added_and_changed	
SPNCRNA.1224	III		added_and_changed	
SPNCRNA.1225	III		added_and_changed	
SPNCRNA.1226	III		added_and_changed	
SPNCRNA.1227	III		added_and_changed	
SPNCRNA.1228	III		added_and_changed	
SPNCRNA.1229	III		added_and_changed	
SPNCRNA.123	III		added_and_changed	
SPNCRNA.1230	III		added_and_changed	
SPNCRNA.1231	III		added_and_changed	
SPNCRNA.1232	III		added_and_changed	
SPNCRNA.1233	III		added_and_changed	
SPNCRNA.1234	III	prl10	added_and_changed	
SPNCRNA.1235	III		added_and_changed	
SPNCRNA.1236	III		added_and_changed	
SPNCRNA.1237	III		added_and_changed	
SPNCRNA.1238	III		added_and_changed	
SPNCRNA.1239	III		added_and_changed	
SPNCRNA.124	I		added_and_changed	
SPNCRNA.1240	III		added_and_changed	
SPNCRNA.1241	III		added_and_changed	
SPNCRNA.1242	III		added_and_changed	
SPNCRNA.1243	III		added_and_changed	
SPNCRNA.1244	III		added_and_changed	
SPNCRNA.1245	III		added_and_changed	
SPNCRNA.1246	III		added_and_changed	
SPNCRNA.1247	III		added_and_changed	
SPNCRNA.1248	III		added_and_changed	
SPNCRNA.1249	III		added_and_changed	
SPNCRNA.125	III		added_and_changed	
SPNCRNA.1250	III		added_and_changed	
SPNCRNA.1251	III		added_and_changed	
SPNCRNA.1252	III		added_and_changed	
SPNCRNA.1253	III		added_and_changed	
SPNCRNA.1254	III		added_and_removed	
SPNCRNA.1255	III		added_and_changed	
SPNCRNA.1256	III		added_changed_and_removed	
SPNCRNA.1257	III		added_and_changed	
SPNCRNA.1258	III		added_and_changed	
SPNCRNA.1259	III		added_and_changed	
SPNCRNA.126	III		added_and_changed	
SPNCRNA.1260	III		added_and_changed	
SPNCRNA.1261	III		added_and_changed	
SPNCRNA.1262	III		added_and_changed	
SPNCRNA.1263	III		added_and_changed	
SPNCRNA.1264	III		added_and_changed	
SPNCRNA.1265	III		added_and_changed	
SPNCRNA.1266	III		added_and_changed	
SPNCRNA.1267	III		added_and_changed	
SPNCRNA.1268	III		added_and_changed	
SPNCRNA.1269	III		added_and_changed	
SPNCRNA.127	III		added_and_changed	
SPNCRNA.1270	III		added_and_changed	
SPNCRNA.1271	III		added_and_changed	
SPNCRNA.1272	III		added_and_changed	
SPNCRNA.1273	III		added_and_changed	
SPNCRNA.1274	III		added_changed_and_removed	
SPNCRNA.1275	III		added_and_changed	
SPNCRNA.1276	III		added_and_changed	
SPNCRNA.1277	III		added_and_changed	
SPNCRNA.1278	III		added_and_changed	
SPNCRNA.1279	III		added_and_changed	
SPNCRNA.128	III	rrk1	added_and_changed	
SPNCRNA.1280	III		added_and_changed	
SPNCRNA.1281	III		added_and_changed	
SPNCRNA.1282	III		added_and_changed	
SPNCRNA.1283	III		added_and_changed	
SPNCRNA.1284	III		added_and_changed	
SPNCRNA.1285	III		added_and_changed	
SPNCRNA.1286	III		added_and_changed	
SPNCRNA.1287	III		added_and_changed	
SPNCRNA.1288	III		added_and_changed	
SPNCRNA.1289	III		added_and_changed	
SPNCRNA.129	III		added_and_changed	
SPNCRNA.1290	III		added_and_changed	
SPNCRNA.1291	III		added_and_removed	
SPNCRNA.1292	III		added_and_changed	
SPNCRNA.1293	III		added_and_changed	
SPNCRNA.1294	III		added_and_changed	
SPNCRNA.1295	III		added_changed_and_removed	
SPNCRNA.1296	III		added_and_changed	
SPNCRNA.1297	III		added_and_changed	
SPNCRNA.1298	III		added_and_changed	
SPNCRNA.1299	III		added_and_changed	
SPNCRNA.13	I	prl13	added_and_changed	
SPNCRNA.130	I	omt3	added_and_changed	
SPNCRNA.1300	II		added_changed_and_removed	
SPNCRNA.1301	II		added_and_changed	
SPNCRNA.1302	II		added_and_changed	
SPNCRNA.1303	II		added_and_changed	
SPNCRNA.1304	II		added_and_changed	
