systematic_id	chromosome	primary_name	feature_type	category	merged_into	earliest_change	latest_change	latest_coords	comment_addition	reference_addition	comment_removal	reference_removal
SPAC29A4.14c	I		CDS	changed		2003-08-14	2003-08-14	join(5115324..5115481,5115538..5115984,5116092..5116527)				
SPAC29A4.22	I		CDS	added		2011-03-24	2011-03-24	5124392..5124613		PMID:21511999		
SPAC29A4.23	I		CDS	added_and_changed		2015-11-28	2016-03-17	join(5139024..5139190,5139192..5139424,5139427..5139575)		PMID:26494834		
SPAC29B12.08	I		CDS	changed		2004-09-15	2011-03-24	join(5428407..5428522,5429119..5431072)				
SPAC29B12.14c	I		CDS	changed		2011-03-24	2011-03-24	complement(5439849..5441621)				
SPAC29E6.03c	I	uso1	CDS	changed		2007-12-19	2017-04-12	complement(join(4405990..4407494,4407494..4409096,4409171..4409338))				
SPAC29E6.04	I	nnf1	CDS	changed		2007-05-31	2017-04-12	join(4409773..4410190,4410192..4410391)				
SPAC2C4.06c	I		CDS	changed		2008-01-23	2011-03-24	complement(join(4269367..4270554,4270616..4270674,4270736..4270871))				
SPAC2C4.11c	I	rbp28	CDS	changed		2008-01-23	2008-01-23	complement(join(4278729..4279405,4279457..4279505))				
SPAC2C4.12c	I		CDS	changed		2011-03-24	2011-03-24	complement(4279873..4280970)				
SPAC2E12.02	I		CDS	added		2002-09-05	2002-09-05	join(5105664..5105991,5106334..5107835)		EMBL:AU008781		
SPAC2E12.05	I	wtf1	CDS	changed		2003-08-14	2020-05-01	join(5064781..5064919,5065087..5065332,5065380..5065610,5065652..5065705,5065760..5065836)				
SPAC2F3.12c	I		CDS	added		2003-08-14	2003-08-14	complement(join(3943582..3943893,3943935..3944010,3944059..3944145,3944190..3944342,3944387..3944598))		PMID:21511999		
SPAC2F3.13c	I		CDS	changed		2002-09-05	2012-12-07	complement(join(3949057..3949921,3949997..3950178))				
SPAC2F3.17c	I		CDS	changed	SPAC2F3.12c	2002-09-05	2003-08-14	complement(join(3994120..3994431,3994473..3994548,3994597..3994683,3994728..3994880,3994925..3995136))				
SPAC2F3.18c	I		CDS	added_and_changed		2002-09-05	2011-03-24	complement(join(3942299..3942364,3942506..3942669,3942775..3942802))		PMID:21511999		
SPAC2F7.08c	I	snf5	CDS	changed		2022-04-03	2022-04-03	complement(546664..548460)				
SPAC2G11.09	I		CDS	changed		2011-03-24	2011-03-24	join(823739..823784,823894..826229)				
SPAC2H10.04	I		CDS	added		2011-03-24	2011-03-24	5272461..5272835		PMID:21511999		
SPAC30.03c	I	tsn1	CDS	changed		2008-01-23	2008-01-23	complement(join(4394707..4394741,4394799..4394967,4395010..4395092,4395131..4395367,4395416..4395491,4395530..4395592))				
SPAC30C2.05	I	erv14	CDS	changed		2008-01-23	2008-01-23	join(4639884..4639924,4639969..4640020,4640076..4640365,4640447..4640477)				
SPAC30D11.03	I	ddx27	CDS	changed		2022-04-03	2022-04-03	complement(join(1116057..1116202,1116247..1116367,1116415..1118292))				
SPAC31A2.05c	I	mis4	CDS	changed		2011-03-24	2011-03-24	complement(join(391838..391915,391956..392612,392652..392787,392828..394611,394656..395123,395167..396502,396546..396741,396781..396889))				
SPAC31A2.15c	I	dcc1	CDS	changed		2011-03-24	2011-03-24	complement(join(418475..418720,418759..419220,419268..419502,419602..419732))				
SPAC31G5.06	I		CDS	changed		2006-01-03	2006-01-03	join(2997204..2997303,2997354..2997958)				
SPAC31G5.07	I		CDS	changed		2003-08-14	2003-08-14	2998354..2999058				
SPAC31G5.12c	I	maf1	CDS	changed		2008-05-12	2009-01-14	complement(join(3008184..3008795,3009160..3009258,3009312..3009317))				
SPAC31G5.15	I	psd3	CDS	changed		2011-03-24	2011-03-24	join(3014466..3014555,3014595..3014663,3014720..3014947,3015007..3015472,3015515..3016560,3016601..3016775,3016826..3016967,3017011..3017698)				
SPAC323.01c	I	pos5	CDS	changed		2011-03-24	2011-03-24	complement(join(3907586..3908550,3908600..3908795))				
SPAC323.06c	I	uba5	CDS	changed		2011-03-24	2011-03-24	complement(join(3915615..3915698,3915746..3915821,3915865..3916072,3916108..3916298,3916340..3916527,3916569..3916873,3916913..3917102,3917140..3917303,3917347..3917459,3917497..3917531))				
SPAC328.05	I		CDS	changed		2008-01-23	2011-03-24	join(3484678..3484698,3484736..3485065,3485241..3485342,3485382..3485483,3485582..3485974,3486056..3486502)				
SPAC343.08c	I	mrp17	CDS	changed		2011-03-24	2011-03-24	complement(join(1653288..1653306,1653356..1653606,1653724..1653789))				
SPAC343.16	I	lys2	CDS	changed		2022-08-25	2022-08-25	1675823..1677895				
SPAC343.21	I		CDS	added		2011-03-24	2011-03-24	1666787..1667263		PMID:21511999		
SPAC3A11.03	I		CDS	changed		2011-02-04	2011-03-24	join(3466834..3467475,3467608..3467835)				
SPAC3A11.04	I		CDS	changed		2011-03-24	2011-03-24	complement(join(3465309..3465444,3465542..3466006,3466165..3466313))				
SPAC3A11.06	I	mvp1	CDS	changed		2017-04-12	2017-04-12	complement(join(3459233..3459436,3459492..3459665,3459705..3459897,3459941..3460185,3460234..3460318,3460318..3460372,3460425..3460442,3460508..3460560,3460642..3461263,3461323..3461583,3461766..3461859))				
SPAC3A11.09	I	sod22	CDS	changed		2017-04-12	2017-04-12	complement(join(3450056..3450130,3450132..3452269,3452485..3452608))				
SPAC3A12.04c	I	rpp1	CDS	changed		2017-04-04	2017-04-04	complement(join(1424660..1424708,1424710..1425161,1425231..1425329,1425372..1425430,1425478..1425562))				
SPAC3A12.05c	I	taf2	CDS	changed		2008-01-23	2008-01-23	complement(join(1426213..1427148,1427189..1429617,1429709..1429830,1429882..1429913))				
SPAC3A12.19	I		CDS	added		2005-07-05	2005-07-05	complement(join(1433949..1434053,1434099..1434275))	mitochondrial ribosomal protein; identified in targeted search for S. cerevisiae YBR282W ortholog	PMID:21511999		
SPAC3C7.07c	I		CDS	changed		2011-03-24	2011-03-24	complement(join(2077280..2077384,2077424..2077684,2077726..2077796,2077843..2078366,2078421..2078486,2078528..2078559,2078614..2078730))				
SPAC3F10.11c	I	abc2	CDS	changed		2005-07-05	2011-03-24	complement(2837268..2841704)				
SPAC3F10.19	I	spd2	CDS	added		2011-03-24	2011-03-24	join(2830517..2830599,2830799..2830806,2830992..2831209)		PMID:21511999		
SPAC3G6.03c	I		CDS	changed		2011-03-24	2011-03-24	complement(join(5383955..5384083,5384207..5384530,5384630..5384758,5385010..5385153))				
SPAC3G9.17	I	new8	CDS	added		2011-02-04	2011-02-04	complement(join(3162319..3162443,3162523..3162611,3162670..3162854))		PMID:21270388		
SPAC3H1.05	I	ste24	CDS	changed		2022-04-03	2022-04-03	join(1938990..1939004,1939075..1940394)				
SPAC3H1.12c	I	snt2	CDS	changed		2022-04-03	2022-04-03	complement(1961710..1965063)				
SPAC3H5.08c	I		CDS	changed		2011-03-24	2011-03-24	join(3425966..3426104,3426211..3428390,3428428..3428910)				
SPAC3H5.09c	I		CDS	changed		2011-03-24	2011-03-24	3416722..3424821				
SPAC3H5.13	I	new4	CDS	added		2011-02-04	2011-02-04	join(3412527..3412569,3412610..3412731,3412778..3413053)		PMID:21270388		
SPAC458.04c	I	dil1	CDS	changed		2010-05-20	2011-03-24	complement(join(4737605..4738147,4738189..4738283,4738330..4738554,4738597..4738740,4738779..4738854))				
SPAC458.07	I	tfa1	CDS	changed		2011-03-24	2011-03-24	join(4744584..4744690,4744733..4744828,4744870..4745011,4745140..4746099)				
SPAC4A8.08c	I	vrs2	CDS	changed		2012-11-01	2013-07-19	complement(join(2558600..2558893,2558942..2559214,2559254..2561080,2561121..2561210,2561255..2561371,2561410..2561562,2561616..2561714))				
SPAC4A8.10	I		CDS	changed		2011-03-24	2011-03-24	join(2564279..2564306,2564471..2566800)				
SPAC4C5.01	I		CDS	changed		2007-12-19	2007-12-19	join(1192545..1192592,1192662..1192704,1192779..1192841,1192916..1193010,1193062..1193145,1193197..1193613)				
SPAC4D7.02c	I		CDS	changed		2011-03-24	2011-03-24	complement(join(5352606..5353425,5353557..5353672))				
SPAC4D7.07c	I		CDS	changed		2011-03-24	2011-03-24	complement(5361908..5363713)				
SPAC4D7.09	I	tif223	CDS	changed		2011-03-24	2011-03-24	join(5367548..5367696,5367821..5368091,5368218..5368659,5368701..5368843,5368915..5369286)				
SPAC4D7.14	I	new13	CDS	added		2011-02-04	2011-02-04	complement(join(5373191..5373331,5373412..5373636))		PMID:21270388		
SPAC4D7.15	I	new12	CDS	added		2011-02-04	2011-02-04	complement(5353938..5354219)		PMID:21270388		
SPAC4F10.02	I	aap1	CDS	changed		2021-07-27	2021-07-27	join(4832911..4833160,4833257..4834428)				
SPAC4F10.08	I	mug126	CDS	changed		2008-01-23	2008-01-23	join(4844855..4845824,4845863..4846063,4846104..4846129)				
SPAC4F10.22	I	cmc4	CDS	added		2011-02-04	2011-02-04	4878241..4878453		PMID:21270388		
SPAC4F8.06	I		CDS	changed		2011-03-24	2011-03-24	complement(2668334..2668822)				
SPAC4G8.07c	I	trm2	CDS	changed		2022-04-03	2022-04-03	complement(join(774000..774023,774155..774403,774453..775290,775414..775513,775641..775863))				
SPAC4G8.15c	I		CDS	removed		2007-12-19	2007-12-19	complement(join(766607..766720,766810..766836))			dubious; unsupported by Solexa transcript data	PMID:18488015
SPAC4G9.11c	I	cmb1	CDS	changed		2022-08-25	2022-08-25	complement(2275578..2276177)				
SPAC4G9.20c	I		CDS	changed		2011-03-24	2011-03-24	complement(join(2288689..2289546,2289948..2289986))				
SPAC4G9.22	I		CDS	added_and_changed		2008-05-12	2011-08-22	2292013..2292297	Solexa prediction	PMID:18488015		
SPAC4H3.06	I		CDS	changed		2007-03-12	2022-08-25	join(3837449..3837519,3837568..3837751,3837811..3837890,3837940..3838000)				
SPAC4H3.07c	I		CDS	changed		2011-03-24	2011-03-24	complement(join(3838713..3838770,3838837..3839056,3839106..3839157,3839282..3839380))				
SPAC4H3.12c	I		CDS	removed		2015-12-11	2015-12-11	complement(3851914..3852219)			not protein-coding	PMID:24929437, PMID:26615217
SPAC4H3.16	I		CDS	added		2011-03-24	2011-03-24	complement(join(3835627..3835672,3835719..3835926,3835967..3836036))		PMID:21511999		
SPAC4H3.17	I		CDS	added		2011-03-24	2011-03-24	complement(3822105..3822365)		PMID:21511999		
SPAC521.02	I	wss1	CDS	changed		2022-08-25	2022-08-25	843296..844084				
SPAC56E4.04c	I	cut6	CDS	changed		2022-04-03	2022-04-03	complement(join(1246095..1252807,1253430..1253460))				
SPAC56F8.04c	I	ppt1	CDS	changed		2008-01-23	2022-04-03	complement(1133226..1134302)				
SPAC56F8.05c	I	mug64	CDS	changed		2007-12-19	2007-12-19	complement(join(1134697..1135061,1135195..1135402,1135517..1135684,1135729..1135776,1135932..1136003))				
SPAC57A10.04	I	mug10	CDS	changed		2011-03-24	2011-03-24	join(1370179..1370394,1370458..1371276)				
SPAC57A10.14	I		CDS	added		2005-07-05	2005-07-05	complement(join(1372618..1372944,1373181..1373207))	SAGA complex subunit (predicted); identified in targeted search for S. cerevisiae SGF11 ortholog	PMID:21511999		
SPAC57A7.12	I	ssz1	CDS	changed		2022-04-03	2022-04-03	complement(join(1515089..1516663,1516789..1516866))				
SPAC57A7.15c	I		CDS	added		2008-05-12	2008-05-12	complement(join(1545348..1545608,1545661..1545813))	Solexa prediction	PMID:18488015		
SPAC589.02c	I	med13	CDS	changed		2008-01-23	2022-08-25	complement(join(3095075..3098590,3098626..3098667))				
SPAC5H10.06c	I	adh4	CDS	changed		2014-01-07	2014-01-07	complement(156548..157687)				
SPAC630.11	I	vps55	CDS	changed		2008-01-23	2008-01-23	join(366801..366817,366873..366891,366968..367040,367105..367189,367293..367348,367395..367531)				
SPAC630.14c	I	tup12	CDS	changed		2011-03-24	2022-04-03	complement(join(374683..375830,376094..376446,376844..376931,376993..377116))				
SPAC631.02	I		CDS	changed		2007-12-19	2011-03-24	2107940..2110123				
SPAC637.09	I	rex1	CDS	changed		2011-03-24	2022-08-25	4555423..4557294				
SPAC664.02c	I	arp8	CDS	changed		2011-03-24	2011-03-24	complement(join(1704981..1706291,1706359..1706568,1706691..1706879,1706928..1707105,1707150..1707250))				
SPAC664.03	I		CDS	changed		2011-03-24	2011-03-24	join(1708822..1708824,1708862..1710229)				
SPAC688.03c	I		CDS	changed		2011-03-24	2011-03-24	complement(join(3114616..3114973,3115103..3115326))				
SPAC688.04c	I	gst3	CDS	changed		2008-12-10	2011-02-04	complement(3116067..3116795)				
SPAC688.08	I	srb8	CDS	changed		2007-12-19	2017-04-12	join(3123163..3125118,3125118..3126310,3126356..3126653)				
SPAC688.09	I	rim2	CDS	changed		2022-08-25	2022-08-25	join(3127689..3127813,3127862..3128780)				
SPAC688.11	I	end4	CDS	changed		2011-02-04	2011-02-04	3135125..3138433				
SPAC688.14	I	set13	CDS	changed		2011-03-24	2011-03-24	join(3141463..3141603,3141652..3142329,3142396..3142667,3142719..3143034)				
SPAC688.16	I		CDS	added		2008-05-12	2008-05-12	join(3143922..3144046,3144125..3144329)	Solexa prediction	PMID:18488015		
SPAC6B12.06c	I		CDS	added		2004-09-15	2004-09-15	complement(2421388..2421741)		PMID:21511999		
SPAC6B12.07c	I		CDS	changed		2011-03-24	2011-03-24	complement(2421791..2423203)				
SPAC6B12.18	I		CDS	added_and_changed		2006-02-19	2006-09-05	2417285..2417506	sequence orphan	PMID:21511999		
SPAC6B12.19	I	rsa3	CDS	added		2011-02-04	2011-02-04	complement(2427533..2427775)		PMID:21270388		
SPAC6C3.04	I	cit1	CDS	changed		2011-03-24	2011-03-24	join(2327861..2327862,2328647..2330096)				
SPAC6F12.08c	I		CDS	changed		2008-01-23	2008-01-23	complement(join(1322439..1323955,1323999..1324140,1324195..1324252,1324299..1324336))				
SPAC6F6.16c	I	tpz1	CDS	changed		2008-07-16	2008-07-16	complement(join(2763686..2764572,2764611..2764752,2764791..2764825,2764872..2765122,2765166..2765263,2765320..2765433))				
SPAC6F6.18c	I	mug169	CDS	merged	SPAC6F6.16c	2008-07-16	2008-07-16	complement(2764798..2765163)			merged with SPAC6F6.16c	PMID:18535244
SPAC6F6.19	I		CDS	added		2008-05-12	2008-05-12	complement(join(2759155..2759292,2759479..2759709))	Solexa prediction	PMID:18488015		
SPAC6G10.08	I	idp1	CDS	changed		2011-03-24	2011-03-24	3231536..3232855				
SPAC6G9.03c	I	mug183	CDS	changed		2011-03-24	2011-03-24	complement(join(3246488..3246912,3246957..3247580,3247626..3247707))				
SPAC6G9.08	I	ubp6	CDS	changed		2011-03-24	2011-03-24	3259701..3261107				
SPAC6G9.13c	I	bqt1	CDS	changed		2006-02-19	2006-02-19	complement(join(3272150..3272265,3272417..3272699))				
SPAC6G9.16c	I		CDS	changed		2007-12-19	2007-12-19	complement(join(3278951..3279367,3279420..3279539,3279683..3279819,3279865..3279985))				
SPAC750.01	I		CDS	changed		2011-03-24	2011-03-24	5555791..5556768				
SPAC7D4.05	I		CDS	changed		2011-03-24	2011-03-24	complement(join(2629373..2629819,2629909..2629985,2630021..2630183))				
SPAC806.04c	I		CDS	changed		2011-03-24	2011-03-24	complement(join(241426..241537,241589..241709,241757..242815,242917..242941))				
SPAC806.06c	I		CDS	changed		2011-03-24	2011-03-24	complement(245304..246410)				
SPAC806.08c	I	mod21	CDS	changed		2011-03-24	2011-03-24	complement(join(248680..250549,250607..250770))				
SPAC806.11	I		CDS	added_and_changed		2006-02-19	2006-09-05	complement(238112..238330)				
SPAC821.07c	I	moc3	CDS	changed		2011-03-24	2011-03-24	complement(991752..993278)				
SPAC823.02	I		CDS	merged	SPAC823.17	2016-03-17	2016-03-17	join(2583804..2583902,2583941..2583973)			deleted; replaced by SPAC823.17 at same locus, but in different frame	PMID:24929437
SPAC823.04	I	rrp36	CDS	changed		2007-12-19	2017-04-04	join(2587729..2587897,2587952..2588025,2588025..2588066,2588066..2588620)				
SPAC823.09c	I		CDS	changed		2008-01-23	2011-03-24	complement(join(2594633..2594734,2594792..2594913,2594966..2595693,2595734..2595819))				
SPAC823.17	I		CDS	added		2014-07-04	2014-07-04	join(2583863..2583902,2583941..2584047)	identified by ribosome profiling	PMID:24929437		
SPAC869.11	I	cat1	CDS	changed		2011-03-24	2011-03-24	complement(5489385..5491148)				
SPAC890.07c	I	rmt1	CDS	changed		2008-01-23	2008-01-23	complement(join(5016020..5016026,5016076..5016215,5016262..5016596,5016649..5016943,5016994..5017059,5017138..5017252,5017421..5017433,5017700..5017703,5017782..5017829))				
SPAC8C9.11	I		CDS	changed		2011-03-24	2011-03-24	join(3659132..3659191,3659271..3659420,3659527..3659571)				
SPAC8C9.19	I		CDS	added_and_changed		2005-07-05	2008-01-23	join(3660430..3660438,3660491..3660556,3660607..3660717)	conserved protein; similar to D. hansenii DEHA0C10780g			
SPAC8C9.20	I		CDS	added_and_removed		2005-07-05	2008-01-23	join(3663780..3663800,3663885..3663951,3663983..3664076,3664130..3664217)	sequence orphan		non consensus branch sites, and no coverage with transcriptome data	PomBase curators
SPAC8E11.08c	I		CDS	added_and_changed		2006-02-19	2006-09-05	3376416..3376718		PMID:21511999		
SPAC8E11.09c	I		CDS	added_changed_and_removed		2006-02-19	2008-01-23	join(3374696..3374952,3375206..3375404)			previously annotated as dubious but no evidence for splicing, and non-canonical splice sites; unsupported by Solexa transcript data	PMID:18488015
SPAC8E11.12	I		CDS	added		2011-03-24	2011-03-24	3374696..3375004		PMID:21511999		
SPAC9.05	I		CDS	changed		2006-02-19	2006-02-19	join(1471060..1472508,1472554..1473383,1473440..1473665)				
SPAC9.06c	I		CDS	changed		2008-01-23	2008-01-23	complement(join(1473692..1473885,1473939..1474105,1474153..1474212,1474264..1474341,1474381..1474404,1474460..1474539))				
SPAC9.12c	I	atp12	CDS	changed		2011-03-24	2011-03-24	complement(join(1487131..1487237,1487287..1488055))				
SPAC922.09	I		CDS	added		2011-03-24	2011-03-24	5482662..5482877		PMID:21511999		
SPAC926.10	I	new9	CDS	added		2011-02-04	2011-02-04	complement(3886097..3886270)		PMID:21270388		
SPAC959.05c	I		CDS	changed		2004-09-15	2011-03-24	complement(join(3395685..3397327,3397383..3397638))				
SPAC959.06c	I		CDS	changed		2008-08-27	2011-03-24	complement(3398024..3398701)				
SPAC959.09c	I	apc5	CDS	changed		2011-03-24	2011-03-24	complement(join(3401279..3401424,3401471..3401771,3401818..3401913,3401961..3402087,3402138..3402905,3402956..3403049,3403136..3403195,3403240..3403576,3403625..3403729,3403791..3403991))				
SPAC959.10	I		CDS	added		2004-09-15	2004-09-15	3393159..3393590	tRNA splicing endonuclease; similar to S. cerevisiae YMR059W	PMID:21511999		
SPAC959.11	I		CDS	added		2011-03-24	2011-03-24	complement(3391909..3392274)		PMID:21511999		
SPAC977.04	I		CDS	changed		2011-03-24	2011-03-24	34349..34816				
SPAC977.18	I		CDS	added		2011-03-24	2011-03-24	complement(join(31327..31557,31768..31913,32163..32187))		PMID:21511999		
SPAC9E9.02	I		CDS	added_and_changed		2006-02-19	2007-07-05	complement(4435617..4435913)		PMID:21511999		
SPAC9E9.17c	I		CDS	changed		2006-01-03	2006-01-03	complement(join(4438210..4438300,4438505..4438547,4438631..4438712,4438759..4438761))				
SPAC9G1.07	I		CDS	changed		2022-12-12	2022-12-12	join(1983182..1984207,1984253..1984438)				
SPAC9G1.13c	I		CDS	changed		2008-01-23	2008-01-23	complement(join(1995208..1996148,1996191..1996268,1996325..1996413,1996478..1996683))				
SPAC9G1.14	I		CDS	added		2011-03-24	2011-03-24	complement(1968801..1969046)		PMID:21511999		
SPAC9G1.15c	I	mzt1	CDS	added_and_changed		2010-05-20	2017-05-02	complement(1985350..1985544)		PMID:21270388		
SPACUNK4.14	I	mdb1	CDS	changed		2011-02-04	2011-02-04	complement(join(2883184..2883489,2883542..2884783,2884840..2884932,2884987..2885220))				
SPACUNK4.17	I		CDS	changed		2011-03-24	2011-03-24	complement(2873032..2874252)				
SPACUNK4.20	I		CDS	added		2011-03-24	2011-03-24	2892551..2892775		PMID:21511999		
SPAP27G11.05c	I	vps41	CDS	changed		2011-03-24	2011-03-24	complement(join(1615930..1616168,1616214..1618127,1618191..1618349,1618391..1618532,1618583..1618744))				
SPAP27G11.10c	I	nup184	CDS	changed		2017-04-04	2017-04-04	complement(join(1624885..1625092,1625092..1629753,1629825..1629841))				
