chromosome	systematic_id	primary_name	feature_type	value	date	db_xref_removed	db_xref_added	pombase_reference_removed	pombase_reference_added	pombase_comments_removed	pombase_comments_added	genome_snapshot
I	SPAC10F6.03c		5'UTR	complement(1213469..1213553)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC10F6.04		5'UTR	join(1213255..1213504,1213549..1213725)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC10F6.05c		5'UTR	complement(1215927..1215952)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC10F6.05c		5'UTR	complement(1215929..1215952)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC10F6.05c		5'UTR	complement(1215929..1217067)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC10F6.05c		5'UTR	complement(1215974..1217067)	2011-12-14							https://curation.pombase.org/pombe-embl-repo/?p=184
I	SPAC10F6.06		5'UTR	1217077..1217170	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC10F6.06	vip1	3'UTR	1217945..1218081	2011-03-24	EMBL:Y13635						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC10F6.06	vip1	5'UTR	1217153..1217170	2011-03-24	EMBL:Y13635						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC10F6.08c		5'UTR	complement(1220796..1220847)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC10F6.08c		5'UTR	complement(1220798..1220847)	2023-01-12							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC10F6.09c		3'UTR	complement(1221177..1221208)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC10F6.09c		5'UTR	complement(1224835..1224863)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC10F6.09c		5'UTR	complement(1224837..1224862)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC10F6.09c		5'UTR	complement(1224837..1224863)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC10F6.10		5'UTR	1225464..1225598	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC10F6.10		5'UTR	1225522..1225598	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC10F6.10		CDS	join(1225599..1225725,1225811..1225936,1225967..1227279)	2011-03-24							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC10F6.11c		5'UTR	complement(1228652..1228894)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC10F6.11c	atg17	CDS	complement(1227416..1228861)	2011-03-24							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC10F6.12c		3'UTR	complement(1229151..1229359)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC10F6.12c		5'UTR	complement(1230069..1230250)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC10F6.12c		5'UTR	complement(1230071..1230250)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC10F6.12c		5'UTR	complement(1230071..1230361)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC10F6.13c		5'UTR	complement(1232018..1232155)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC10F6.14c		3'UTR	complement(1232288..1232315)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC10F6.14c		5'UTR	complement(1233922..1234069)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC10F6.14c		5'UTR	complement(1233924..1234069)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC10F6.14c		5'UTR	complement(1233924..1234076)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC10F6.15		5'UTR	1235601..1235666	2023-01-12							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC10F6.17c		5'UTR	complement(1241654..1241690)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC10F6.17c		5'UTR	complement(1241656..1241690)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC10F6.17c		5'UTR	complement(1241656..1241970)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC110.01		3'UTR	1911340..1911700	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC110.01		5'UTR	1905755..1908267	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC110.01		5'UTR	1907300..1908267	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC110.02		5'UTR	1911836..1912041	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC110.02		5'UTR	1911851..1912041	2011-03-24	EMBL:AB067651						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC110.03		5'UTR	1916054..1916107	2023-01-12	EMBL:U59434						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC110.04c		5'UTR	complement(join(1920161..1920201,1920607..1920867))	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC110.04c	pss1	3'UTR	complement(1917845..1917997)	2011-03-24	EMBL:U59434						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC110.04c	pss1	5'UTR	complement(join(1920161..1920201,1920607..1920663))	2011-03-24	EMBL:U59434						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC110.05		3'UTR	complement(join(1904196..1904455,1904499..1905656))	2014-07-04							https://curation.pombase.org/pombe-embl-repo/trunk/?p=1899
I	SPAC110.05		3'UTR	complement(join(1904196..1904455,1904499..1905727))	2016-07-18							https://curation.pombase.org/pombe-embl-repo/trunk/?p=3521
I	SPAC110.05		5'UTR	complement(1905821..1906153)	2016-07-18							https://curation.pombase.org/pombe-embl-repo/trunk/?p=3521
I	SPAC110.05		5'UTR	complement(1905885..1906153)	2014-07-04							https://curation.pombase.org/pombe-embl-repo/trunk/?p=1899
I	SPAC110.05		CDS	complement(1905657..1905884)	2016-03-17							https://curation.pombase.org/pombe-embl-repo/trunk/?p=3368
I	SPAC110.05		CDS	complement(1905728..1905820)	2016-07-14							https://curation.pombase.org/pombe-embl-repo/trunk/?p=3513
I	SPAC110.06		3'UTR	complement(join(1904196..1904455,1904499..1905727))	2014-08-27							https://curation.pombase.org/pombe-embl-repo/trunk/?p=2118
I	SPAC110.06		5'UTR	complement(1905821..1906153)	2014-08-27							https://curation.pombase.org/pombe-embl-repo/trunk/?p=2118
I	SPAC110.06		5'UTR	complement(1905821..1906153)	2023-01-12							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC110.06		CDS	complement(1905728..1905820)	2014-07-08							https://curation.pombase.org/pombe-embl-repo/trunk/?p=1908
I	SPAC1142.01		5'UTR	join(3625312..3625507,3625555..3625573)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC1142.01		CDS	join(3625447..3625460,3625555..3627544)	2008-01-23			PMID:18488015		Solexa intron data; removed 5’ exon and trimmed to new Met, improved homology		https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20071219/
I	SPAC1142.02c		3'UTR	complement(3627703..3627844)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC1142.02c		5'UTR	complement(3628885..3628913)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC1142.02c		5'UTR	complement(3628887..3628913)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC1142.02c		5'UTR	complement(3628887..3629022)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC1142.03c		5'UTR	complement(3631340..3631448)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC1142.03c		5'UTR	complement(3631342..3631448)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC1142.03c		5'UTR	complement(3631342..3631504)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC1142.04		5'UTR	3631499..3631535	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC1142.05		3'UTR	3636287..3636391	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC1142.05		5'UTR	3635293..3635764	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC1142.05		5'UTR	3635409..3635764	2011-03-24	PMID:18641648,PMID:20118936	PMID:30566651					https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC1142.06		5'UTR	3636685..3637101	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC1142.06		5'UTR	3637054..3637101	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC1142.07c		3'UTR	complement(3638649..3638770)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC1142.07c		5'UTR	complement(3639559..3639642)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC1142.07c		5'UTR	complement(3639561..3639642)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC1142.07c		5'UTR	complement(3639561..3639824)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC1142.08		5'UTR	3639860..3639987	2023-01-12	PMID:18641648,PMID:20118936						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC11D3.01c		5'UTR	complement(109148..109195)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC11D3.01c		CDS	complement(109808..110047)	2007-01-11							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20061218/
I	SPAC11D3.02c		5'UTR	complement(110280..110455)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC11D3.02c		5'UTR	complement(110282..110455)	2023-01-12							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC11D3.02c		CDS	complement(110729..111181)	2007-01-11							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20061218/
I	SPAC11D3.03c		5'UTR	complement(join(111914..112046,112098..112333,112378..112499))	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC11D3.04c		3'UTR	complement(112709..112916)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC11D3.04c		5'UTR	complement(join(113310..113367,113435..114445))	2023-01-10							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8635
I	SPAC11D3.05		3'UTR	115721..115842	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC11D3.05		5'UTR	113950..114079	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC11D3.05		5'UTR	114026..114079	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC11D3.06		3'UTR	118061..118152	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC11D3.06		5'UTR	116331..116692	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC11D3.06		5'UTR	116392..116692	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC11D3.07c		5'UTR	complement(120109..120309)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC11D3.07c		CDS	complement(join(118195..119827,119930..120108))	2008-01-23			PMID:18488015		Solexa intron data; removed in-frame splice, not required or supported		https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20071219/
I	SPAC11D3.08c		5'UTR	complement(122207..123705)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC11D3.08c		5'UTR	complement(122209..123705)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC11D3.08c		5'UTR	complement(122209..123785)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC11D3.09		5'UTR	122187..122844	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC11D3.10		3'UTR	126887..129053	2015-11-28							https://curation.pombase.org/pombe-embl-repo/trunk/?p=3137
I	SPAC11D3.10		5'UTR	124907..125581	2023-01-10							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8635
I	SPAC11D3.11c		5'UTR	complement(129184..129316)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC11D3.11c		5'UTR	complement(129186..129316)	2023-01-12							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC11D3.11c		CDS	complement(join(127165..128028,128028..129059,129103..129127,129172..129185))	2007-06-20							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20070531/
I	SPAC11D3.11c		CDS	complement(join(127165..129059,129103..129127,129172..129185))	2011-02-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20101209/
I	SPAC11D3.13		3'UTR	130998..131076	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC11D3.13		5'UTR	130148..130328	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC11D3.13		5'UTR	130251..130328	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC11D3.14c		3'UTR	complement(131241..131318)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC11D3.14c		5'UTR	complement(135100..135695)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC11D3.14c		5'UTR	complement(135102..135695)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC11D3.14c		5'UTR	complement(135102..135736)	2023-01-10							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8635
I	SPAC11D3.15		5'UTR	136139..136330	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC11D3.15		5'UTR	136191..136330	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC11D3.16c		3'UTR	complement(140535..140804)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC11D3.16c		5'UTR	complement(141199..141580)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC11D3.16c		5'UTR	complement(141201..141580)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC11D3.16c		5'UTR	complement(141201..141653)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC11D3.17		5'UTR	join(141199..141510,141559..142674)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC11D3.18c		5'UTR	complement(join(146359..146869,146912..146935))	2023-01-10							https://curation.pombase.org/pombe-embl-repo/trunk/?p=8635
I	SPAC11D3.19		5'UTR	106893..106964	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC11E3.01c		3'UTR	complement(5277489..5277497)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC11E3.01c		5'UTR	complement(5281363..5281390)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
I	SPAC11E3.01c		5'UTR	complement(5281365..5281390)	2011-03-24	PMID:18641648,PMID:20118936						https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110304/
I	SPAC11E3.01c		5'UTR	complement(5281365..5281420)	2023-01-12	PMID:21511999						https://curation.pombase.org/pombe-embl-repo/trunk/?p=8649
I	SPAC11E3.02c		5'UTR	complement(5285698..5285792)	2011-03-04							https://www.pombase.org/data/genome_sequence_and_features/artemis_files/OLD/20110204/
